PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"32926504","Implementing high-dimensional propensity score principles to improve confounder adjustment in UK electronic health records","Tazare J, Smeeth L, Evans SJW, Williamson E, Douglas IJ.","Pharmacoepidemiol Drug Saf. 2020 Nov;29(11):1373-1381. doi: 10.1002/pds.5121. Epub 2020 Sep 14.","Tazare J","Pharmacoepidemiol Drug Saf","2020","2020/09/14","","","10.1002/pds.5121"
"32924243","Improving transparency to build trust in real-world secondary data studies for hypothesis testing-Why, what, and how: recommendations and a road map from the real-world evidence transparency initiative","Orsini LS, Monz B, Mullins CD, Van Brunt D, Daniel G, Eichler HG, Graff J, Guerino J, Berger M, Lederer NM, Jonsson P, Schneeweiss S, Wang SV, Crown W, Goettsch W, Willke RJ.","Pharmacoepidemiol Drug Saf. 2020 Nov;29(11):1504-1513. doi: 10.1002/pds.5079. Epub 2020 Sep 13.","Orsini LS","Pharmacoepidemiol Drug Saf","2020","2020/09/14","","","10.1002/pds.5079"
"32914920","Assessment of colistimethate sodium (COLOBREATHE) risk minimization measures implemented in the European Union: A cross-sectional study","Kaplan S, Patino O, Rainville C, Madison T.","Pharmacoepidemiol Drug Saf. 2020 Feb;29(2):219-223. doi: 10.1002/pds.4940. Epub 2019 Dec 9.","Kaplan S","Pharmacoepidemiol Drug Saf","2020","2020/09/11","","","10.1002/pds.4940"
"32909348","Validation of algorithms to estimate gestational age at birth in the Medicaid Analytic eXtract-Quantifying the misclassification of maternal drug exposure during pregnancy","Zhu Y, Hampp C, Wang X, Albogami Y, Wei YJ, Brumback BA, Roussos-Ross D, Winterstein AG.","Pharmacoepidemiol Drug Saf. 2020 Nov;29(11):1414-1422. doi: 10.1002/pds.5126. Epub 2020 Sep 9.","Zhu Y","Pharmacoepidemiol Drug Saf","2020","2020/09/10","","","10.1002/pds.5126"
"32909330","Proton pump inhibitors and chronic kidney disease: Reevaluating the evidence from a randomized controlled trial","Gerstman BB.","Pharmacoepidemiol Drug Saf. 2021 Jan;30(1):4-8. doi: 10.1002/pds.5101. Epub 2020 Sep 9.","Gerstman BB","Pharmacoepidemiol Drug Saf","2021","2020/09/10","","","10.1002/pds.5101"
"32902061","Using real-world evidence to support a changing paradigm for cancer screening: A commentary","Leavy MB, Starzyk K, Myers E, Curhan G, Gliklich R.","Pharmacoepidemiol Drug Saf. 2020 Oct;29(10):1312-1315. doi: 10.1002/pds.5104. Epub 2020 Sep 9.","Leavy MB","Pharmacoepidemiol Drug Saf","2020","2020/09/09","","","10.1002/pds.5104"
"32897626","Risk of type 2 diabetes mellitus by antimuscarinic agents among adult females receiving care in the military health system","Selig DJ, Brown AJ, DeLuca JP, Kress AT, Livezey JR, Oliver TG, Por ED, Thelus Jean R.","Pharmacoepidemiol Drug Saf. 2020 Dec;29(12):1605-1615. doi: 10.1002/pds.5090. Epub 2020 Sep 8.","Selig DJ","Pharmacoepidemiol Drug Saf","2020","2020/09/08","","","10.1002/pds.5090"
"32894794","Assessing the incidence of osteosarcoma among teriparatide users based on Medicare Part D and US State Cancer Registry Data","Gilsenan A, Midkiff K, Harris D, McQuay L, Hunter S, Kellier-Steele N, Andrews E.","Pharmacoepidemiol Drug Saf. 2020 Dec;29(12):1616-1626. doi: 10.1002/pds.5103. Epub 2020 Sep 7.","Gilsenan A","Pharmacoepidemiol Drug Saf","2020","2020/09/07","PMC7754479","","10.1002/pds.5103"
"32894792","Using real-world evidence for pharmacovigilance and drug safety-related decision making by a resource-limited health authority: 10 years of experience in Taiwan","Chen WW, Lin CW, Huang WI, Chao PH, Gau CS, Hsiao FY.","Pharmacoepidemiol Drug Saf. 2020 Nov;29(11):1402-1413. doi: 10.1002/pds.5084. Epub 2020 Sep 7.","Chen WW","Pharmacoepidemiol Drug Saf","2020","2020/09/07","","","10.1002/pds.5084"
"32885513","The recording and prevalence of Inflammatory bowel disease in girls' primary care medical Spanish records","Martín-Merino E, Martín-Pérez M, Castillo-Cano B, Montero-Corominas D.","Pharmacoepidemiol Drug Saf. 2020 Nov;29(11):1440-1449. doi: 10.1002/pds.5107. Epub 2020 Sep 3.","Martín-Merino E","Pharmacoepidemiol Drug Saf","2020","2020/09/05","","","10.1002/pds.5107"
"32875686","Attention-deficit/hyperactivity disorder medication and risk of suicide attempt: A meta-analysis of observational studies","Liu WJ, Mao HJ, Hu LL, Song MF, Jiang HY, Zhang L.","Pharmacoepidemiol Drug Saf. 2020 Nov;29(11):1364-1372. doi: 10.1002/pds.5110. Epub 2020 Sep 1.","Liu WJ","Pharmacoepidemiol Drug Saf","2020","2020/09/03","","","10.1002/pds.5110"
"32869941","Analysis of immune-related adverse events caused by immune checkpoint inhibitors using the Japanese Adverse Drug Event Report database","Hasegawa S, Ikesue H, Nakao S, Shimada K, Mukai R, Tanaka M, Matsumoto K, Inoue M, Satake R, Yoshida Y, Goto F, Hashida T, Nakamura M.","Pharmacoepidemiol Drug Saf. 2020 Oct;29(10):1279-1294. doi: 10.1002/pds.5108. Epub 2020 Sep 1.","Hasegawa S","Pharmacoepidemiol Drug Saf","2020","2020/09/02","PMC7692939","","10.1002/pds.5108"
"32869447","Association between domperidone use and adverse cardiovascular events: A nested case-control and case-time-control study","Shin SM, Jeong HE, Lee H, Shin JY.","Pharmacoepidemiol Drug Saf. 2020 Dec;29(12):1636-1649. doi: 10.1002/pds.5106. Epub 2020 Sep 1.","Shin SM","Pharmacoepidemiol Drug Saf","2020","2020/09/02","","","10.1002/pds.5106"
"32860317","Outcome misclassification: Impact, usual practice in pharmacoepidemiology database studies and an online aid to correct biased estimates of risk ratio or cumulative incidence","Hall GC, Lanes S, Bollaerts K, Zhou X, Ferreira G, Gini R.","Pharmacoepidemiol Drug Saf. 2020 Nov;29(11):1450-1455. doi: 10.1002/pds.5109. Epub 2020 Aug 28.","Hall GC","Pharmacoepidemiol Drug Saf","2020","2020/08/30","","","10.1002/pds.5109"
"32854158","Insight in the safety profile of antidiabetic agents glucagon-like peptide-1 agonists and dipeptidyl peptidase-4 inhibitors in daily practice from the patient perspective","van Gorp AM, Rolfes L, Härmark L, van der Horst P, Hendriks J, Vorstenbosch S.","Pharmacoepidemiol Drug Saf. 2020 Dec;29(12):1588-1595. doi: 10.1002/pds.5077. Epub 2020 Aug 27.","van Gorp AM","Pharmacoepidemiol Drug Saf","2020","2020/08/28","","","10.1002/pds.5077"
"32852147","Alzheimer's disease and related dementias risk: Comparing users of non-selective and M3-selective bladder antimuscarinic drugs","Barthold D, Marcum ZA, Gray SL, Zissimopoulos J.","Pharmacoepidemiol Drug Saf. 2020 Dec;29(12):1650-1658. doi: 10.1002/pds.5098. Epub 2020 Aug 27.","Barthold D","Pharmacoepidemiol Drug Saf","2020","2020/08/28","PMC7825274","NIHMS1662204","10.1002/pds.5098"
"32851782","Safety concerns reported by consumers, manufacturers and healthcare professionals: A detailed evaluation of opioid-related adverse drug reactions in the FDA database over 15 years","Andreaggi CA, Novak EA, Mirabile ME, Sampathkumar S, Gray MP, He M, Kane-Gill SL.","Pharmacoepidemiol Drug Saf. 2020 Dec;29(12):1627-1635. doi: 10.1002/pds.5105. Epub 2020 Aug 26.","Andreaggi CA","Pharmacoepidemiol Drug Saf","2020","2020/08/28","","","10.1002/pds.5105"
"32844549","Optimizing identification of resistant hypertension: Computable phenotype development and validation","McDonough CW, Babcock K, Chucri K, Crawford DC, Bian J, Modave F, Cooper-DeHoff RM, Hogan WR.","Pharmacoepidemiol Drug Saf. 2020 Nov;29(11):1393-1401. doi: 10.1002/pds.5095. Epub 2020 Aug 26.","McDonough CW","Pharmacoepidemiol Drug Saf","2020","2020/08/27","PMC7754782","NIHMS1648668","10.1002/pds.5095"
"32844498","Identifying opioid dose reductions and discontinuation among patients with chronic opioid therapy","Hallvik SE, Johnston K, Geddes J, Leichtling G, Korthuis PT, Hartung DM.","Pharmacoepidemiol Drug Saf. 2021 Mar;30(3):395-399. doi: 10.1002/pds.5096. Epub 2020 Aug 26.","Hallvik SE","Pharmacoepidemiol Drug Saf","2021","2020/08/27","PMC8213356","NIHMS1710093","10.1002/pds.5096"
"32844487","Real-world effectiveness of pembrolizumab in previously treated non-small cell lung cancer: A population-based cohort study","Murteira R, Borges FC, Mendes GP, Ramos C, Ramos A, Soares P, Furtado C, Miranda A, da Costa FA; RON Network.","Pharmacoepidemiol Drug Saf. 2020 Oct;29(10):1295-1302. doi: 10.1002/pds.5091. Epub 2020 Aug 25.","Murteira R","Pharmacoepidemiol Drug Saf","2020","2020/08/27","","","10.1002/pds.5091"
"32844466","Comparison of laboratory threshold criteria in drug-induced liver injury detection algorithms for use in pharmacovigilance","Tan EH, Ling ZJ, Ang PS, Sung C, Dan YY, Tai BC.","Pharmacoepidemiol Drug Saf. 2020 Nov;29(11):1480-1488. doi: 10.1002/pds.5099. Epub 2020 Aug 26.","Tan EH","Pharmacoepidemiol Drug Saf","2020","2020/08/27","","","10.1002/pds.5099"
"32838482","Opportunities to improve the electronic reporting system for adverse drug reactions in Mexico: A comparative evaluation with the United States of America and the European Union","Cano-Sandoval MÁ, López-Armas GC, Perfecto-Avalos Y, Vázquez-Alvarez AO, Brennan-Bourdon LM.","Pharmacoepidemiol Drug Saf. 2020 Nov;29(11):1523-1526. doi: 10.1002/pds.5092. Epub 2020 Aug 24.","Cano-Sandoval MÁ","Pharmacoepidemiol Drug Saf","2020","2020/08/25","","","10.1002/pds.5092"
"32819030","Who are we missing? Underrepresentation of data sources used for pharmacoepidemiology research in the United States","Kaviani P, Landi SN, McKethan A, Brookhart MA, McGrath LJ.","Pharmacoepidemiol Drug Saf. 2020 Nov;29(11):1494-1498. doi: 10.1002/pds.5087. Epub 2020 Aug 20.","Kaviani P","Pharmacoepidemiol Drug Saf","2020","2020/08/21","","","10.1002/pds.5087"
"32810917","Sleep medications and sleep disturbances across middle aged pre- or peri-menopausal women of different race and ethnicities: A SWAN pharmacoepidemiology cohort study","Solomon DH, Ruppert K, Kazlauskaite R, Lian P, Kravitz HM.","Pharmacoepidemiol Drug Saf. 2020 Dec;29(12):1715-1721. doi: 10.1002/pds.5102. Epub 2020 Aug 18.","Solomon DH","Pharmacoepidemiol Drug Saf","2020","2020/08/19","","","10.1002/pds.5102"
"32798299","Understanding when real world data can be used to replicate a clinical trial: A cross-sectional study of medications approved in 2011","Fralick M, Bartsch E, Darrow JJ, Kesselheim AS.","Pharmacoepidemiol Drug Saf. 2020 Oct;29(10):1273-1278. doi: 10.1002/pds.5086. Epub 2020 Aug 14.","Fralick M","Pharmacoepidemiol Drug Saf","2020","2020/08/17","","","10.1002/pds.5086"
"32790031","FDA postmarketing safety labeling changes: What have we learned since 2010 about impacts on prescribing rates, drug utilization, and treatment outcomes","Rosenberg M, Sheehan S, Zhou E, Pinnow E, Burnell J, Romine M, Dal Pan G.","Pharmacoepidemiol Drug Saf. 2020 Sep;29(9):1022-1029. doi: 10.1002/pds.5073. Epub 2020 Aug 12.","Rosenberg M","Pharmacoepidemiol Drug Saf","2020","2020/08/14","","","10.1002/pds.5073"
"32783283","Time-related biases in pharmacoepidemiology","Suissa S, Dell'Aniello S.","Pharmacoepidemiol Drug Saf. 2020 Sep;29(9):1101-1110. doi: 10.1002/pds.5083. Epub 2020 Aug 11.","Suissa S","Pharmacoepidemiol Drug Saf","2020","2020/08/13","","","10.1002/pds.5083"
"32779806","A national study on prescribed medicine use in Australia on a typical day","Wylie CE, Daniels B, Brett J, Pearson SA, Buckley NA.","Pharmacoepidemiol Drug Saf. 2020 Sep;29(9):1046-1053. doi: 10.1002/pds.5093. Epub 2020 Aug 11.","Wylie CE","Pharmacoepidemiol Drug Saf","2020","2020/08/12","","","10.1002/pds.5093"
"32770586","Tuberculosis drug safety and pharmacovigilance in health system of Kosova: A cross-sectional analysis","Krasniqi S, Neziri B, Jakupi A, Shurdhaj I, Daci A, Jupolli-Krasniqi N, Pira M.","Pharmacoepidemiol Drug Saf. 2020 Sep;29(9):1037-1045. doi: 10.1002/pds.5076. Epub 2020 Aug 7.","Krasniqi S","Pharmacoepidemiol Drug Saf","2020","2020/08/10","","","10.1002/pds.5076"
"32767610","In utero opioid exposure and risk of infections in childhood: A multinational Nordic cohort study","Mahic M, Hernandez-Diaz S, Wood M, Kieler H, Odsbu I, Nørgaard M, Öztürk B, Bateman BT, Hjellvik V, Skurtveit S, Handal M.","Pharmacoepidemiol Drug Saf. 2020 Dec;29(12):1596-1604. doi: 10.1002/pds.5088. Epub 2020 Aug 7.","Mahic M","Pharmacoepidemiol Drug Saf","2020","2020/08/09","","","10.1002/pds.5088"
"32767421","Treatment resistant depression incidence and prevalence using the French nationwide claims database","Bosco-Lévy P, Grelaud A, Blin P, Astruc B, Falissard B, Llorca PM, Bernard MA, Lassalle R, Moore N, Droz-Perroteau C.","Pharmacoepidemiol Drug Saf. 2021 Feb;30(2):169-177. doi: 10.1002/pds.5082. Epub 2020 Aug 6.","Bosco-Lévy P","Pharmacoepidemiol Drug Saf","2021","2020/08/09","","","10.1002/pds.5082"
"32757254","Baseline anticholinergic burden from medications predicts poorer baseline and long-term health-related quality of life in 16 675 men and women of EPIC-Norfolk prospective population-based cohort study","Yrjana KR, Neal SR, Soiza RL, Keevil V, Luben RN, Wareham NJ, Khaw KT, Myint PK.","Pharmacoepidemiol Drug Saf. 2021 Feb;30(2):135-143. doi: 10.1002/pds.5085. Epub 2020 Aug 5.","Yrjana KR","Pharmacoepidemiol Drug Saf","2021","2020/08/07","","","10.1002/pds.5085"
"32748540","Modeling exposures of medications used episodically during pregnancy: Triptans as a motivating example","Harris GE, Wood M, Nordeng H.","Pharmacoepidemiol Drug Saf. 2020 Sep;29(9):1111-1119. doi: 10.1002/pds.5089. Epub 2020 Aug 3.","Harris GE","Pharmacoepidemiol Drug Saf","2020","2020/08/05","","","10.1002/pds.5089"
"32743911","Pharmacoepidemiology of testosterone: Impact of reimbursement policy on curbing off-label prescribing","Handelsman DJ.","Pharmacoepidemiol Drug Saf. 2020 Sep;29(9):1030-1036. doi: 10.1002/pds.5080. Epub 2020 Aug 2.","Handelsman DJ","Pharmacoepidemiol Drug Saf","2020","2020/08/04","","","10.1002/pds.5080"
"32725962","Opioid prescribing on discharge to skilled nursing facilities","Hubsky AR, Noble BN, Hartung DM, Tjia J, Lapane KL, Furuno JP.","Pharmacoepidemiol Drug Saf. 2020 Sep;29(9):1183-1188. doi: 10.1002/pds.5075. Epub 2020 Jul 29.","Hubsky AR","Pharmacoepidemiol Drug Saf","2020","2020/07/30","","","10.1002/pds.5075"
"32716126","Machine learning outcome regression improves doubly robust estimation of average causal effects","Choi BY, Wang CP, Gelfond J.","Pharmacoepidemiol Drug Saf. 2020 Sep;29(9):1120-1133. doi: 10.1002/pds.5074. Epub 2020 Jul 27.","Choi BY","Pharmacoepidemiol Drug Saf","2020","2020/07/28","PMC8098857","NIHMS1641752","10.1002/pds.5074"
"32715560","Suicide-related over-the-counter analgesic exposures reported to United States poison control centers, 2000-2018","Hopkins AG, Spiller HA, Kistamgari S, Zhu M, Michaels NL, Funk AR, Smith GA.","Pharmacoepidemiol Drug Saf. 2020 Sep;29(9):1011-1021. doi: 10.1002/pds.4997. Epub 2020 Jul 26.","Hopkins AG","Pharmacoepidemiol Drug Saf","2020","2020/07/28","","","10.1002/pds.4997"
"32696556","A descriptive analysis of medicines safety advisories issued by national medicines regulators in Australia, Canada, the United Kingdom and the United States - 2007 to 2016","Perry LT, Bhasale A, Fabbri A, Lexchin J, Puil L, Joarder M, Mintzes B.","Pharmacoepidemiol Drug Saf. 2020 Sep;29(9):1054-1063. doi: 10.1002/pds.5072. Epub 2020 Jul 21.","Perry LT","Pharmacoepidemiol Drug Saf","2020","2020/07/23","","","10.1002/pds.5072"
"32666678","Real-world on-treatment and initial treatment absolute risk differences for dabigatran vs warfarin in older US adults","Webster-Clark M, Stürmer T, Edwards JK, Poole C, Simpson RJ Jr, Lund JL.","Pharmacoepidemiol Drug Saf. 2020 Aug;29(8):832-841. doi: 10.1002/pds.5069. Epub 2020 Jul 15.","Webster-Clark M","Pharmacoepidemiol Drug Saf","2020","2020/07/16","PMC8356559","NIHMS1727195","10.1002/pds.5069"
"32662222","Reporting and variability of constructing medication treatment episodes in pharmacoepidemiology studies: A methodologic systematic review using the case study of DPP-4 inhibitors and cardiovascular outcomes","Weisman A, King LK, Mamdani M.","Pharmacoepidemiol Drug Saf. 2020 Aug;29(8):939-950. doi: 10.1002/pds.5071. Epub 2020 Jul 13.","Weisman A","Pharmacoepidemiol Drug Saf","2020","2020/07/15","","","10.1002/pds.5071"
"32648636","Incidence rates of and risk factors for opioid overdose in new users of prescription opioids among US Medicaid enrollees: A cohort study","Nam YH, Bilker WB, DeMayo FJ, Neuman MD, Hennessy S.","Pharmacoepidemiol Drug Saf. 2020 Aug;29(8):931-938. doi: 10.1002/pds.5067. Epub 2020 Jul 10.","Nam YH","Pharmacoepidemiol Drug Saf","2020","2020/07/11","","","10.1002/pds.5067"
"32648308","Impact of variable look-back periods on the incidence rates of chronic diseases using real world data","Rosenlund M, Ekström N, Törnblom M, Wintzell V, Stark JH, Titievsky L.","Pharmacoepidemiol Drug Saf. 2020 Sep;29(9):1086-1092. doi: 10.1002/pds.5066. Epub 2020 Jul 9.","Rosenlund M","Pharmacoepidemiol Drug Saf","2020","2020/07/11","","","10.1002/pds.5066"
"32602152","Memantine misuse and social networks: A content analysis of Internet self-reports","Natter J, Michel B.","Pharmacoepidemiol Drug Saf. 2020 Sep;29(9):1189-1193. doi: 10.1002/pds.5070. Epub 2020 Jun 29.","Natter J","Pharmacoepidemiol Drug Saf","2020","2020/07/01","","","10.1002/pds.5070"
"32602137","Leveraging neuropathological data in pharmacoepidemiology: A promising approach for dementia prevention?","Marcum ZA, Keene CD, Larson EB.","Pharmacoepidemiol Drug Saf. 2021 Jan;30(1):1-3. doi: 10.1002/pds.5068. Epub 2020 Jun 29.","Marcum ZA","Pharmacoepidemiol Drug Saf","2021","2020/07/01","PMC7818889","NIHMS1662205","10.1002/pds.5068"
"32583515","Meta-analysis of the risk of autoimmune thyroiditis, Guillain-Barré syndrome, and inflammatory bowel disease following vaccination with AS04-adjuvanted human papillomavirus 16/18 vaccine","Rosillon D, Willame C, Tavares Da Silva F, Guignard A, Caterina S, Welby S, Struyf F.","Pharmacoepidemiol Drug Saf. 2020 Sep;29(9):1159-1167. doi: 10.1002/pds.5063. Epub 2020 Jun 24.","Rosillon D","Pharmacoepidemiol Drug Saf","2020","2020/06/26","PMC7539912","","10.1002/pds.5063"
"32558177","Spillover effects of state medicaid antipsychotic prior authorization policies in US commercially insured youth","Spence O, Reeves G, dosReis S.","Pharmacoepidemiol Drug Saf. 2020 Sep;29(9):1064-1071. doi: 10.1002/pds.5032. Epub 2020 Jun 18.","Spence O","Pharmacoepidemiol Drug Saf","2020","2020/06/20","","","10.1002/pds.5032"
"32558036","Opioid, gabapentinoid, and nonsteroidal anti-inflammatory medication use and the risks of atrial fibrillation and supraventricular ectopy in the Multi-Ethnic Study of Atherosclerosis","Harding BN, Wiggins KL, Jensen PN, McKnight B, Psaty BM, Heckbert SR, Floyd JS.","Pharmacoepidemiol Drug Saf. 2020 Sep;29(9):1175-1182. doi: 10.1002/pds.5036. Epub 2020 Jun 17.","Harding BN","Pharmacoepidemiol Drug Saf","2020","2020/06/20","PMC7933496","NIHMS1669676","10.1002/pds.5036"
