Timestamp,PMID (from spreadsheet),DOI (from spreadsheet) ,Title,Could the article share programming code?,Publication Type PDS,Publication Aim,Is the analysis based on simulated data? ,Is this COVID-19 research? (is COVID-19 or SARS-CoV-2 in title or abstract?) ,Who was the funder? ,Is this industry funding?,Which database(s) were used (LEAVE BLANK)? ,Which country/ies does the database cover? (NA if not does not apply) ,What language or platform was used for the analyses? ,Author affiliation (check all that apply) ,Is code supporting the analysis or method linked or referenced in the manuscript or in supporting information? ,Is the published code accessible without further contacting authors? ,Where is code shared? ,What parts of the analysis pipeline are covered by the code?,Does the code include instructions for how to run it? ,Does the article contain synthetic data to enable code to be run by others? ,If there is synthetic data or it is a simulation study; does the code run? ,Does the code have a license?,"If yes, what is the license? ",Does the article specify preprinting?,Are underlying data shared?,Are codelists shared?,Did the article specify whether the research was pre-registered? ,Does the article specify following a certain reporting guideline? ,"If yes, what reporting guidelines"
6/26/2023 17:32:11,28370798,10.1002/pds.4195,Differential Use of Screening Mammography in Older Women Initiating Metformin versus Sulfonylurea,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,None,No,,US,SAS,Academic,No,,,,,,,,,No,No,At least one,No,No,
6/26/2023 17:35:01,32748540,10.1002/pds.5089,Modeling exposures of medications used episodically during pregnancy: Triptans as a motivating example,"Yes, because it's an analysis of real or simulated data",Original Article,Validation of codes/code algorithm,No,No,"Dam Foundation through the Norwegian Women's Public Health Association; H2020 European Research Council, Grant/Award Number: 678033; National Heart, Lung, and Blood Institute, Grant/Award Number: T32HL098048-1; Ministry of Education and Research (""Kunnskapsdepartementet""); Ministry of Health and Care Services (""Helse- og omsorgsdepartementet"")",No,,Norway,Stata,"Academic, Government",No,,,,,,,,,No,No,At least one,No,No,
6/26/2023 17:38:24,30430682,10.1002/pds.4695, Use of tumor necrosis factor-alpha inhibitors during pregnancy among women who delivered live born infants,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,None,No,,US,"A platform, specify in other, Sentinel","Academic, Regulatory",No,,,,,,,,,No,No,At least one,No,No,
6/26/2023 17:43:19,30556617,10.1002/pds.4707,Increased risk for aseptic meningitis after amoxicillin or amoxicillin-clavulanic acid in males: A signal revealed by subset disproportionality analysis within a global database of suspected adverse drug reactions,"Yes, because it's an analysis of real or simulated data",Brief Report,Clinical,No,No,None,No,VigiBase,Global,None/Not Specified,"Academic, Uppsala Monitoring Centre",No,,,,,,,,,No,No,Not applicable,No,Not applicable,
6/26/2023 17:47:57,31423694,10.1002/pds.4873,Cardiovascular safety of macrolide and fluoroquinolone antibiotics: An analysis of the WHO database of adverse drug reactions,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,None,No,,Global,SPSS,Academic,No,,,,,,,,,No,"No, but data access procedures are described (incl. ""available on request)",No,No,No,
6/26/2023 17:49:01,33064335,10.1002/pds.5153,Hepatic adverse drug reactions in Malaysia: An 18-year review of the national centralized reporting system,"Yes, because it's an analysis of real or simulated data",Original Article,Review (narrative),No,No,None,No,,Malaysia ,"R, SPSS","Regulatory, Government",No,,,,,,,,,No,No,Not applicable,No,No,
6/26/2023 17:51:42,33772938,10.1002/pds.5235,Estimation of adverse drug reaction reporting in Iran: Correction for underreporting,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,Kerman University of Medical Sciences,No,,Iran,"Stata, Excel, Joinpoint","Academic, Third sector, Government",No,,,,,,,,,No,No,Not applicable,No,No,
6/26/2023 17:53:19,32501653,10.1002/pds.5030,Drug discontinuation in pregnant women with psoriasis: The PSO-MOTHER cohort study,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,Italian Ministry of Health,No,,Italy,None/Not Specified,"Academic, Government",No,,,,,,,,,No,No,At least one,No,No,
6/26/2023 17:53:34,32914920,10.1002/pds.4940,Assessment of colistimethate sodium (COLOBREATHE) risk minimization measures implemented in the European Union: A cross-sectional study,"Yes, because it's an analysis of real or simulated data",Brief Report,Clinical,No,No,Teva,Yes,,"ustria, Denmark, France, Germany, The Netherlands, and the United Kingdom",SAS,Industry,No,,,,,,,,,No,No,Not applicable,No,No,
6/26/2023 18:00:50,30221421,10.1002/pds.4653,"Differential uptake of herpes zoster vaccination associated with socioeconomic status: A population-based study in Stockholm County, Sweden","Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,Strategic Research Area in Epidemiology (SfoEpi) at Karolinska Institutet,No,,Sweden,Stata,Academic,No,,,,,,,,,No,No,At least one,No,No,
6/26/2023 18:04:30,35751619,10.1002/pds.5503,Use of α1-adrenoceptor antagonists tamsulosin and alfuzosin and the risk of Alzheimer's disease,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,None,No,,Finland ,Stata,Academic,No,,,,,,,,,No,No,At least one,No,No,
6/26/2023 18:06:51,32347619,10.1002/pds.5017,Risk of pregnancy loss in patients exposed to mycophenolate compared to azathioprine: A retrospective cohort study,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,"Department of Pharmaceutical Outcomes and Policy, University of Florida.",No,,US,None/Not Specified,Academic,No,,,,,,,,,No,No,At least one,No,No,
6/26/2023 18:07:24,29341324,10.1002/pds.4382,Beta testing the potential link between the alpha antagonist tamsulosin and dementia,No,,,,,,,,,,,,,,,,,,,,,,,,,
6/26/2023 18:08:34,34435406,10.1002/pds.5349,"Prevalence and distribution of high-risk prescription opioid use in the United States, 2011–2016","Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,None,No,,US,None/Not Specified,Academic,No,,,,,,,,,No,No,No,No,No,
6/26/2023 18:10:10,32283564,10.1002/pds.5001,Validity of administrative claims-based algorithms for ventricular arrhythmia and cardiac arrest in the pediatric population,"Yes, because it's an analysis of real or simulated data",Brief Report,Validation of codes/code algorithm,No,No,None,No,,US,None/Not Specified,Academic,No,,,,,,,,,No,No,At least one,No,No,
6/26/2023 18:11:36,27686457,10.1002/pds.4112,The effect of statins on influenza-like illness morbidity and mortality,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,"Center for Clinical Epidemiology of the Lady Davis Institute,",No,,UK,,Academic,No,,,,,,,,,No,No,At least one,No,No,
6/26/2023 18:13:14,29380457,10.1002/pds.4389,New statin use and left ventricular structure: Estimating long-term associations in the Multi-Ethnic Study of Atherosclerosis (MESA),"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,"Department of Health and Human Services; N01-HC-95159, N01-HC-95160,N01-HC-95161, N01-HC-95162, N01-HC-95163, N01-HC-95164, N01-HC-95165, N01-HC-95166, N01-HC-95167,N01-HC-95168 and N01-HC-95169 from the National Heart, Lung, and Blood Institute and by grants UL1-TR-000040, UL1-TR-001420, and UL1-TR-001079 from NCRR",No,,US,Stata,"Academic, Hospital, Data Provider (Kaiser) ",No,,,,,,,,,No,No,Not applicable,"Yes, the protocol or SAP was published",No,
6/26/2023 18:14:51,33881179,10.1002/pds.5252,Sodium-glucose cotransporter-2 inhibitors and the risk of gout: A Danish population based cohort study and symmetry analysis,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,None,No,,Denmark,None/Not Specified,Academic,No,,,,,,,,,No,"No, but data access procedures are described (incl. ""available on request)",At least one,No,Yes,STROBE
6/26/2023 18:16:01,33067868,10.1002/pds.5151,Ondansetron use in early pregnancy and the risk of late pregnancy outcomes,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,"National Center for Advancing Translational Sciences (NCATS), National Institutes of Health, through Grant Award Number UL1TR002489",No,,US,R,Academic,No,,,,,,,,,No,No,At least one,No,No,
6/26/2023 18:18:53,33078476,10.1002/pds.5154,Long-term effect of first-line injectable multiple sclerosis treatments: Input of a time-dependent propensity score,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,Roche,Yes,,France,R,"Academic, Third sector, Hospital",No,,,,,,,,,No,No,Not applicable,No,No,
6/26/2023 18:22:12,33009718,10.1002/pds.5139,Patterns of anticonvulsant use and adverse drug events in older adults,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,NIH,No,,US,R,Academic,Yes,Yes,Supplementary materials (doc or pdf),"Creation of analytical files (select study population and create variables), Statistical analysis",No,No,Not applicable,No,,No,No,At least one,No,No,
6/26/2023 18:22:51,32975344,10.1002/pds.5132,Risk of common infections among individuals with psoriasis in Sweden: A nationwide cohort study comparing secukinumab to ustekinumab,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,None,No,,Sweden,Stata,Academic,No,,,,,,,,,No,No,At least one,No,No,
6/26/2023 18:25:01,33015888,10.1002/pds.5148,Effectiveness of adjuvant FOLFOX vs 5FU/LV in adults over age 65 with stage II and III colon cancer using a novel hybrid approach,"Yes, because it's an analysis of real or simulated data",Original Article,"Clinical, Methodological",No,No,Patient-Centered Outcomes Research Institute,No,,US,SAS,Academic,No,,,,,,,,,No,"No, but data access procedures are described (incl. ""available on request)",Not applicable,No,No,
6/26/2023 18:26:34,30255606,10.1002/pds.4666,Differential prescription behavior in benign prostatic syndrome may explain relationship found between tamsulosin and dementia,No,,,,,,,,,,,,,,,,,,,,,,,,,
6/26/2023 18:32:53,30828912,10.1002/pds.4710,Multistate methodology improves risk assessment under time-varying drug intake—a new view on pregnancy outcomes following coumarin exposure,"Yes, because it's an analysis of real or simulated data",Original Article,Methodological,No,No,German Research Foundation (DFG).,No,,Germany,None/Not Specified,Academic,Yes,Yes,Supplementary materials (program) ,"Creation of analytical files (select study population and create variables), Statistical analysis","Yes, there is a README with instructions",Yes,Flag (investigate later due to software access),No,,No,"No, but synthetic data is made available",Not applicable,"Yes, in a public database with a detailed research outline, protocol or SAP",No,
6/26/2023 18:41:34,35285110,10.1002/pds.5427,Valproate utilisation trends among women of childbearing potential in Ireland between 2014 and 2019: A drug utilisation study using interrupted time series,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,"Department of Health, Ireland",No,,Ireland,Stata,Academic,No,,,,,,,,,No,No,At least one,No,Yes,STROBE
6/27/2023 11:22:19,28815791,10.1002/pds.4286,Risk of preeclampsia after gestational exposure to selective serotonin reuptake inhibitors and other antidepressants: A study from The Norwegian Mother and Child Cohort Study,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,Norwegian Ministry of Health and Care Services and the Ministry of Education and Research,Yes,,Norway,Stata,"Academic, Government",No,,,,,,,,,No,No,At least one,No,No,
6/27/2023 11:24:43,30187590,10.1002/pds.4646,Factors distinguishing important identified risks from important potential risks in orphan and nonorphan drugs: An analysis of safety specifications of Japan and European Union risk management plans,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,None,No,,"US, Japan","SAS, JMP Pro 13.1.0",Academic,No,,,,,,,,,No,No,Not applicable,No,No,
6/27/2023 11:28:04,29740916,10.1002/pds.4553,Real world management of pregestational diabetes not achieving glycemic control for many patients in the UK,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,Boehringer Ingelheim,Yes,,UK,Stata,"Industry, Academic",No,,,,,,,,,No,No,No,No,No,
6/27/2023 11:30:49,31373108,10.1002/pds.4855,Validity of hospital ICD-10-GM codes to identify acute liver injury in Germany,"Yes, because it's an analysis of real or simulated data",Original Article,Validation of codes/code algorithm,No,No,Servier,Yes,,Germany,"A platform, specify in other","Industry, Academic, Health Care Provider",No,,,,,,,,,No,No,At least one,No,No,
6/27/2023 11:42:56,29250905,10.1002/pds.4368,Validity of diagnostic codes to identify hospitalizations for infections among patients treated with oral anti-diabetic drugs,"Yes, because it's an analysis of real or simulated data",Brief Report,Validation of codes/code algorithm,No,No,AstraZeneca,Yes,,"US, UK",Stata,"Industry, Academic",Yes,No,Available on Request ,Not possible to determine,No,Not applicable,Not applicable,Not possible to assess,,No,No,At least one,No,No,
6/27/2023 11:45:38,28524293,10.1002/pds.4236,The contribution of direct patient reported ADRs to drug safety signals in the Netherlands from 2010 to 2015,"Yes, because it's an analysis of real or simulated data",Original Article,Validation of codes/code algorithm,No,No,None,No,,Netherlands,SPSS,"Academic, Third sector",No,,,,,,,,,No,No,Not applicable,No,No,
6/27/2023 11:47:35,33006803,10.1002/pds.5125,Tenofovir disoproxil fumarate associated nephrotoxicity: a retrospective cohort study at two referral hospitals in Namibia,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,None,No,,Namibia,SPSS,Academic,No,,,,,,,,,No,No,Not applicable,No,No,
6/27/2023 11:50:38,30843303,10.1002/pds.4730,The Devil's in the details: Reports on reproducibility in pharmacoepidemiologic studies,"Yes, because it's an analysis of real or simulated data",Original Article,Methodological,No,No,FDA,No,,US,SAS,Academic,No,,,,,,,,,No,No,Not applicable,No,No,
6/27/2023 11:54:16,30022560,10.1002/pds.4616,Validation studies of claims data in the Asia-Pacific region: A comprehensive review,"Yes, because it's an analysis of real or simulated data",Original Article,Review (systematic with or without meta-analysis),No,No,None,No,,APAC ,None/Not Specified,"Industry, Academic",No,,,,,,,,,No,Yes  - raw data,No,No,No,
6/27/2023 11:57:17,31286606,10.1002/pds.4843,Validation of mother-infant linkage using Medicaid Case ID variable within the Medicaid Analytic eXtract (MAX) database,"Yes, because it's an analysis of real or simulated data",Original Article,Validation of codes/code algorithm,No,No,None,No,,US,"SAS, Excel","Academic, Regulatory, Healthcare Provider",No,,,,,,,,,No,No,At least one,No,No,
